id,V,A,D
Fermentation_HR5034_10301_10423,3,3,3
Fermentation_HR5034_10301_10423,3,3,3
Fermentation_HR5034_10424_10677,3,3,3
Fermentation_HR5034_10424_10677,3,2,2
Fermentation_HR5034_10424_10677,3,3,3
Fermentation_HR5034_10424_10677,4,4,4
Fermentation_HR5034_10424_10677,3,3,3
Fermentation_HR5034_10679_10689,1,1,1
Fermentation_HR5034_10679_10689,1,1,1
Fermentation_HR5034_10679_10689,3,2,2
Fermentation_HR5034_10679_10689,3,3,3
Fermentation_HR5034_10679_10689,3,3,3
Fermentation_HR5034_10691_10826,4,4,3
Fermentation_HR5034_10691_10826,1,1,1
Fermentation_HR5034_10691_10826,3,3,4
Fermentation_HR5034_10691_10826,2,4,4
Fermentation_HR5034_10691_10826,3,3,4
Fermentation_HR5034_10829_11054,3,3,4
Fermentation_HR5034_10829_11054,3,3,3
Fermentation_HR5034_10829_11054,2,3,3
Fermentation_HR5034_10829_11054,4,3,3
Fermentation_HR5034_10829_11054,3,2,3
Fermentation_HR5034_11056_11100,4,3,3
Fermentation_HR5034_11056_11100,4,3,3
Fermentation_HR5034_11056_11100,3,3,3
Fermentation_HR5034_11056_11100,4,3,3
Fermentation_HR5034_11056_11100,3,3,3
Fermentation_HR5034_11101_11146,4,4,3
Fermentation_HR5034_11101_11146,1,1,1
Fermentation_HR5034_11101_11146,4,4,3
Fermentation_HR5034_11101_11146,4,4,4
Fermentation_HR5034_11101_11146,4,4,1
Fermentation_HR5034_11148_11309,3,3,3
Fermentation_HR5034_11148_11309,3,3,3
Fermentation_HR5034_11148_11309,3,3,3
Fermentation_HR5034_11148_11309,3,3,3
Fermentation_HR5034_11148_11309,3,2,4
Fermentation_HR5034_11310_11462,2,4,4
Fermentation_HR5034_11310_11462,3,4,4
Fermentation_HR5034_11310_11462,3,3,3
Fermentation_HR5034_11310_11462,3,4,4
Fermentation_HR5034_11310_11462,4,3,3
Fermentation_HR5034_11464_11489,3,3,3
Fermentation_HR5034_11464_11489,1,1,1
Fermentation_HR5034_11464_11489,3,3,3
Fermentation_HR5034_11464_11489,3,3,3
Fermentation_HR5034_11464_11489,3,3,3
Fermentation_HR5034_11491_11523,1,1,1
Fermentation_HR5034_11491_11523,3,3,3
Fermentation_HR5034_11491_11523,3,3,3
Fermentation_HR5034_11491_11523,4,3,3
Fermentation_HR5034_11491_11523,3,4,4
Fermentation_HR5034_11524_11571,3,3,3
Fermentation_HR5034_11524_11571,4,1,3
Fermentation_HR5034_11524_11571,3,3,3
Fermentation_HR5034_11524_11571,3,3,4
Fermentation_HR5034_11524_11571,4,3,3
Fermentation_HR5034_11524_11571,3,3,3
Fermentation_HR5034_11572_11627,4,3,3
Fermentation_HR5034_11572_11627,3,3,3
Fermentation_HR5034_11572_11627,3,3,3
Fermentation_HR5034_11572_11627,4,4,3
Fermentation_HR5034_11572_11627,4,3,3
Fermentation_HR5034_11629_11716,3,3,3
Fermentation_HR5034_11629_11716,3,3,3
Fermentation_HR5034_11629_11716,3,3,3
Fermentation_HR5034_11629_11716,3,2,2
Fermentation_HR5034_11629_11716,4,3,3
Fermentation_HR5034_11717_11795,3,3,3
Fermentation_HR5034_11717_11795,3,3,3
Fermentation_HR5034_11717_11795,3,4,3
Fermentation_HR5034_11717_11795,3,1,3
Fermentation_HR5034_11717_11795,3,3,3
Fermentation_HR5034_11796_11901,3,3,3
Fermentation_HR5034_11796_11901,3,1,4
Fermentation_HR5034_11796_11901,3,3,3
Fermentation_HR5034_11796_11901,3,3,3
Fermentation_HR5034_11796_11901,3,3,3
Fermentation_HR5034_11903_12067,3,3,3
Fermentation_HR5034_11903_12067,5,5,2
Fermentation_HR5034_11903_12067,3,3,3
Fermentation_HR5034_11903_12067,2,3,3
Fermentation_HR5034_11903_12067,3,3,3
Fermentation_HR5034_12069_12195,3,3,3
Fermentation_HR5034_12069_12195,3,3,3
Fermentation_HR5034_12069_12195,3,3,3
Fermentation_HR5034_12069_12195,3,3,3
Fermentation_HR5034_12069_12195,3,3,3
Fermentation_HR5034_12196_12363,2,3,3
Fermentation_HR5034_12196_12363,3,3,3
Fermentation_HR5034_12196_12363,3,3,3
Fermentation_HR5034_12196_12363,1,3,3
Fermentation_HR5034_12196_12363,3,3,3
Fermentation_HR5034_12364_12514,2,3,3
Fermentation_HR5034_12364_12514,2,4,2
Fermentation_HR5034_12364_12514,3,3,3
Fermentation_HR5034_12364_12514,3,3,3
Fermentation_HR5034_12364_12514,3,3,3
Fermentation_HR5034_12515_12643,3,1,3
Fermentation_HR5034_12515_12643,2,4,4
Fermentation_HR5034_12515_12643,3,3,3
Fermentation_HR5034_12515_12643,3,3,3
Fermentation_HR5034_12515_12643,2,3,2
Fermentation_HR5034_12645_12659,3,3,3
Fermentation_HR5034_12645_12659,4,4,4
Fermentation_HR5034_12645_12659,4,4,4
Fermentation_HR5034_12645_12659,4,3,3
Fermentation_HR5034_12645_12659,3,4,3
Fermentation_HR5034_12660_12676,1,1,1
Fermentation_HR5034_12660_12676,1,1,1
Fermentation_HR5034_12660_12676,2,4,3
Fermentation_HR5034_12660_12676,4,4,2
Fermentation_HR5034_12660_12676,2,3,3
Fermentation_HR5034_12677_12812,3,3,3
Fermentation_HR5034_12677_12812,3,3,5
Fermentation_HR5034_12677_12812,2,3,5
Fermentation_HR5034_12677_12812,1,1,1
Fermentation_HR5034_12677_12812,1,1,1
Fermentation_HR5034_12813_12937,3,3,3
Fermentation_HR5034_12813_12937,3,3,3
Fermentation_HR5034_12813_12937,3,3,3
Fermentation_HR5034_12813_12937,3,3,3
Fermentation_HR5034_12813_12937,3,3,3
Fermentation_HR5034_12938_13087,3,3,3
Fermentation_HR5034_12938_13087,3,2,3
Fermentation_HR5034_12938_13087,2,3,3
Fermentation_HR5034_12938_13087,3,3,3
Fermentation_HR5034_12938_13087,2,3,3
Fermentation_HR5034_13088_13146,3,2,2
Fermentation_HR5034_13088_13146,3,3,3
Fermentation_HR5034_13088_13146,3,3,3
Fermentation_HR5034_13088_13146,3,2,3
Fermentation_HR5034_13088_13146,3,3,3
Fermentation_HR5034_13147_13169,3,3,3
Fermentation_HR5034_13147_13169,3,3,3
Fermentation_HR5034_13147_13169,3,3,3
Fermentation_HR5034_13147_13169,3,3,3
Fermentation_HR5034_13147_13169,3,3,3
Fermentation_HR5034_13170_13245,3,3,3
Fermentation_HR5034_13170_13245,3,3,3
Fermentation_HR5034_13170_13245,1,1,1
Fermentation_HR5034_13170_13245,2,3,3
Fermentation_HR5034_13170_13245,3,2,4
Fermentation_HR5034_13246_13307,3,3,3
Fermentation_HR5034_13246_13307,3,3,3
Fermentation_HR5034_13246_13307,3,3,3
Fermentation_HR5034_13246_13307,2,3,4
Fermentation_HR5034_13246_13307,3,2,2
Fermentation_HR5034_13308_13339,3,3,3
Fermentation_HR5034_13308_13339,3,3,3
Fermentation_HR5034_13308_13339,3,3,3
Fermentation_HR5034_13308_13339,3,2,3
Fermentation_HR5034_13308_13339,3,3,3
Fermentation_HR5034_13340_13497,3,1,3
Fermentation_HR5034_13340_13497,3,3,4
Fermentation_HR5034_13340_13497,3,3,3
Fermentation_HR5034_13340_13497,3,2,3
Fermentation_HR5034_13340_13497,3,3,3
Fermentation_HR5034_13498_13612,3,3,3
Fermentation_HR5034_13498_13612,3,2,4
Fermentation_HR5034_13498_13612,3,3,3
Fermentation_HR5034_13498_13612,3,3,3
Fermentation_HR5034_13498_13612,3,3,3
Fermentation_HR5034_13613_13948,3,3,4
Fermentation_HR5034_13613_13948,3,3,3
Fermentation_HR5034_13613_13948,3,3,3
Fermentation_HR5034_13613_13948,3,3,3
Fermentation_HR5034_13613_13948,3,2,3
Fermentation_HR5034_13661_13682,3,3,4
Fermentation_HR5034_13661_13682,3,3,3
Fermentation_HR5034_13661_13682,3,3,3
Fermentation_HR5034_13661_13682,3,3,3
Fermentation_HR5034_13661_13682,3,2,3
Fermentation_HR5034_13949_14077,3,3,3
Fermentation_HR5034_13949_14077,1,1,1
Fermentation_HR5034_13949_14077,1,1,1
Fermentation_HR5034_13949_14077,3,3,4
Fermentation_HR5034_13949_14077,3,2,4
Fermentation_HR5034_14079_14153,4,3,4
Fermentation_HR5034_14079_14153,3,3,3
Fermentation_HR5034_14079_14153,3,3,3
Fermentation_HR5034_14079_14153,3,3,3
Fermentation_HR5034_14079_14153,3,2,3
Fermentation_HR5034_14155_14202,1,1,1
Fermentation_HR5034_14155_14202,1,1,1
Fermentation_HR5034_14155_14202,3,3,3
Fermentation_HR5034_14155_14202,3,3,3
Fermentation_HR5034_14155_14202,3,1,3
Fermentation_HR5034_14204_14250,3,3,3
Fermentation_HR5034_14204_14250,3,3,3
Fermentation_HR5034_14204_14250,3,3,3
Fermentation_HR5034_14204_14250,3,3,3
Fermentation_HR5034_14204_14250,4,3,3
Fermentation_HR5034_14250_14309,3,3,3
Fermentation_HR5034_14250_14309,3,4,4
Fermentation_HR5034_14250_14309,3,3,3
Fermentation_HR5034_14250_14309,3,3,3
Fermentation_HR5034_14250_14309,3,3,3
Fermentation_HR5034_14310_14404,3,4,3
Fermentation_HR5034_14310_14404,1,1,1
Fermentation_HR5034_14310_14404,3,4,3
Fermentation_HR5034_14310_14404,4,3,3
Fermentation_HR5034_14310_14404,3,3,3
Fermentation_HR5034_14405_14419,3,3,3
Fermentation_HR5034_14405_14419,4,3,3
Fermentation_HR5034_14405_14419,4,3,3
Fermentation_HR5034_14405_14419,4,3,3
Fermentation_HR5034_14405_14419,4,3,3
Fermentation_HR5034_14420_14485,3,3,3
Fermentation_HR5034_14420_14485,4,4,4
Fermentation_HR5034_14420_14485,3,3,3
Fermentation_HR5034_14420_14485,3,3,3
Fermentation_HR5034_14420_14485,3,3,3
Fermentation_HR5034_14486_14535,3,3,3
Fermentation_HR5034_14486_14535,1,1,1
Fermentation_HR5034_14486_14535,1,1,1
Fermentation_HR5034_14486_14535,3,3,3
Fermentation_HR5034_14486_14535,4,4,4
Fermentation_HR5034_14537_14796,5,4,3
Fermentation_HR5034_14537_14796,3,3,3
Fermentation_HR5034_14537_14796,3,3,3
Fermentation_HR5034_14537_14796,3,3,3
Fermentation_HR5034_14537_14796,3,3,3
How_soon-Fans_4_63,3,3,3
How_soon-Fans_4_63,3,3,3
How_soon-Fans_4_63,3,3,3
How_soon-Fans_4_63,3,2,2
How_soon-Fans_4_63,3,3,3
How_soon-Fans_65_159,3,3,3
How_soon-Fans_65_159,2,3,3
How_soon-Fans_65_159,3,3,3
How_soon-Fans_65_159,1,4,4
How_soon-Fans_65_159,1,3,1
How_soon-Fans_160_248,4,3,4
How_soon-Fans_160_248,3,3,4
How_soon-Fans_160_248,3,4,2
How_soon-Fans_160_248,3,3,3
How_soon-Fans_160_248,3,3,3
How_soon-Fans_249_356,3,3,3
How_soon-Fans_249_356,2,3,3
How_soon-Fans_249_356,2,4,3
How_soon-Fans_249_356,3,3,3
How_soon-Fans_249_356,3,3,3
How_soon-Fans_357_371,3,3,3
How_soon-Fans_357_371,3,3,3
How_soon-Fans_357_371,3,3,2
How_soon-Fans_357_371,3,3,3
How_soon-Fans_357_371,3,3,4
How_soon-Fans_372_432,3,3,3
How_soon-Fans_372_432,3,3,3
How_soon-Fans_372_432,3,1,3
How_soon-Fans_372_432,3,3,3
How_soon-Fans_372_432,3,3,3
How_soon-Fans_433_450,3,3,3
How_soon-Fans_433_450,3,3,3
How_soon-Fans_433_450,1,1,1
How_soon-Fans_433_450,3,3,3
How_soon-Fans_433_450,3,2,4
How_soon-Fans_451_506,4,4,3
How_soon-Fans_451_506,4,3,3
How_soon-Fans_451_506,4,4,3
How_soon-Fans_451_506,3,3,3
How_soon-Fans_451_506,4,4,3
How_soon-Fans_507_546,3,3,3
How_soon-Fans_507_546,3,3,3
How_soon-Fans_507_546,3,3,3
How_soon-Fans_507_546,4,4,5
How_soon-Fans_507_546,3,3,3
How_soon-Fans_547_788,3,3,3
How_soon-Fans_547_788,3,3,3
How_soon-Fans_547_788,3,3,3
How_soon-Fans_547_788,3,3,3
How_soon-Fans_547_788,3,3,3
How_soon-Fans_789_954,3,3,3
How_soon-Fans_789_954,3,3,3
How_soon-Fans_789_954,3,3,3
How_soon-Fans_789_954,3,3,3
How_soon-Fans_789_954,3,3,3
How_soon-Fans_955_983,3,3,3
How_soon-Fans_955_983,3,1,3
How_soon-Fans_955_983,3,3,3
How_soon-Fans_955_983,3,3,5
How_soon-Fans_955_983,3,2,3
How_soon-Fans_955_983,3,3,3
How_soon-Fans_985_1002,3,3,3
How_soon-Fans_985_1002,3,3,3
How_soon-Fans_985_1002,3,3,3
How_soon-Fans_985_1002,4,5,5
How_soon-Fans_985_1002,3,3,3
How_soon-Fans_1003_1022,3,3,3
How_soon-Fans_1003_1022,4,3,4
How_soon-Fans_1003_1022,3,3,3
How_soon-Fans_1003_1022,3,3,3
How_soon-Fans_1003_1022,4,4,4
How_soon-Fans_1023_1083,3,3,3
How_soon-Fans_1023_1083,3,3,3
How_soon-Fans_1023_1083,3,3,3
How_soon-Fans_1023_1083,3,3,3
How_soon-Fans_1023_1083,4,3,3
How_soon-Fans_1084_1139,3,3,3
How_soon-Fans_1084_1139,4,4,4
How_soon-Fans_1084_1139,3,3,3
How_soon-Fans_1084_1139,3,3,3
How_soon-Fans_1084_1139,4,4,3
How_soon-Fans_1140_1183,1,3,2
How_soon-Fans_1140_1183,3,3,3
How_soon-Fans_1140_1183,3,3,3
How_soon-Fans_1140_1183,2,3,3
How_soon-Fans_1140_1183,2,4,3
How_soon-Fans_1184_1250,3,3,3
How_soon-Fans_1184_1250,3,3,4
How_soon-Fans_1184_1250,3,3,3
How_soon-Fans_1184_1250,3,3,3
How_soon-Fans_1184_1250,4,4,3
How_soon-Fans_1251_1347,3,3,3
How_soon-Fans_1251_1347,3,3,3
How_soon-Fans_1251_1347,3,4,4
How_soon-Fans_1251_1347,1,4,3
How_soon-Fans_1251_1347,3,3,3
How_soon-Fans_1348_1415,2,2,4
How_soon-Fans_1348_1415,3,3,4
How_soon-Fans_1348_1415,4,4,4
How_soon-Fans_1348_1415,3,3,3
How_soon-Fans_1348_1415,3,2,3
How_soon-Fans_1416_1450,3,3,3
How_soon-Fans_1416_1450,3,2,3
How_soon-Fans_1416_1450,3,4,3
How_soon-Fans_1416_1450,3,3,3
How_soon-Fans_1416_1450,3,2,3
How_soon-Fans_1451_1549,3,3,3
How_soon-Fans_1451_1549,3,3,3
How_soon-Fans_1451_1549,3,3,3
How_soon-Fans_1451_1549,3,3,3
How_soon-Fans_1451_1549,3,3,3
How_soon-Fans_1550_1596,3,4,3
How_soon-Fans_1550_1596,3,3,3
How_soon-Fans_1550_1596,3,3,3
How_soon-Fans_1550_1596,3,2,3
How_soon-Fans_1550_1596,3,3,3
How_soon-Fans_1597_1689,4,4,4
How_soon-Fans_1597_1689,3,4,3
How_soon-Fans_1597_1689,4,4,4
How_soon-Fans_1597_1689,4,4,3
How_soon-Fans_1597_1689,2,4,4
How_soon-Fans_1690_1700,1,1,1
How_soon-Fans_1690_1700,1,1,1
How_soon-Fans_1690_1700,1,1,1
How_soon-Fans_1690_1700,1,1,1
How_soon-Fans_1690_1700,2,3,3
How_soon-Fans_1701_1751,3,3,3
How_soon-Fans_1701_1751,3,3,3
How_soon-Fans_1701_1751,3,3,3
How_soon-Fans_1701_1751,3,1,3
How_soon-Fans_1701_1751,3,3,3
How_soon-Fans_1752_1761,1,1,1
How_soon-Fans_1752_1761,1,1,1
How_soon-Fans_1752_1761,2,3,2
How_soon-Fans_1752_1761,1,1,1
How_soon-Fans_1752_1761,3,3,3
How_soon-Fans_1762_1894,3,1,3
How_soon-Fans_1762_1894,3,3,3
How_soon-Fans_1762_1894,3,3,4
How_soon-Fans_1762_1894,3,3,3
How_soon-Fans_1762_1894,3,3,3
How_soon-Fans_1895_1987,3,2,3
How_soon-Fans_1895_1987,3,3,3
How_soon-Fans_1895_1987,3,3,4
How_soon-Fans_1895_1987,3,3,3
How_soon-Fans_1895_1987,3,4,2
How_soon-Fans_1988_2081,3,3,4
How_soon-Fans_1988_2081,3,3,3
How_soon-Fans_1988_2081,2,4,3
How_soon-Fans_1988_2081,3,3,3
How_soon-Fans_1988_2081,1,4,3
How_soon-Fans_2082_2164,3,3,3
How_soon-Fans_2082_2164,3,2,3
How_soon-Fans_2082_2164,3,4,3
How_soon-Fans_2082_2164,3,3,3
How_soon-Fans_2082_2164,3,3,3
How_soon-Fans_2165_2232,3,4,3
How_soon-Fans_2165_2232,3,3,3
How_soon-Fans_2165_2232,3,3,4
How_soon-Fans_2165_2232,3,3,3
How_soon-Fans_2165_2232,3,3,3
How_soon-Fans_2233_2419,3,3,3
How_soon-Fans_2233_2419,3,3,3
How_soon-Fans_2233_2419,3,3,3
How_soon-Fans_2233_2419,3,3,4
How_soon-Fans_2233_2419,2,4,2
How_soon-Fans_2420_2461,1,1,1
How_soon-Fans_2420_2461,1,1,1
How_soon-Fans_2420_2461,1,1,1
How_soon-Fans_2420_2461,3,3,4
How_soon-Fans_2420_2461,3,3,4
How_soon-Fans_2462_2509,3,3,3
How_soon-Fans_2462_2509,3,5,3
How_soon-Fans_2462_2509,1,1,1
How_soon-Fans_2462_2509,3,3,4
How_soon-Fans_2462_2509,3,3,3
How_soon-Fans_2510_2642,4,4,3
How_soon-Fans_2510_2642,1,1,1
How_soon-Fans_2510_2642,2,3,3
How_soon-Fans_2510_2642,3,3,3
How_soon-Fans_2510_2642,2,3,4
How_soon-Fans_2643_2773,3,3,3
How_soon-Fans_2643_2773,3,3,3
How_soon-Fans_2643_2773,3,3,3
How_soon-Fans_2643_2773,2,3,3
How_soon-Fans_2643_2773,3,3,3
How_soon-Fans_2774_2841,3,1,3
How_soon-Fans_2774_2841,3,3,3
How_soon-Fans_2774_2841,3,3,3
How_soon-Fans_2774_2841,4,4,4
How_soon-Fans_2774_2841,3,3,3
How_soon-Fans_2774_2841,3,4,2
How_soon-Fans_2842_2859,4,4,4
How_soon-Fans_2842_2859,3,3,3
How_soon-Fans_2842_2859,3,4,3
How_soon-Fans_2842_2859,3,3,3
How_soon-Fans_2842_2859,3,3,3
How_soon-Fans_2860_2879,3,3,5
How_soon-Fans_2860_2879,3,4,4
How_soon-Fans_2860_2879,3,3,3
How_soon-Fans_2860_2879,3,3,4
How_soon-Fans_2860_2879,3,4,5
How_soon-Fans_2880_3069,3,3,3
How_soon-Fans_2880_3069,3,3,3
How_soon-Fans_2880_3069,3,3,3
How_soon-Fans_2880_3069,1,1,1
How_soon-Fans_2880_3069,3,3,4
How_soon-Fans_3070_3165,3,1,3
How_soon-Fans_3070_3165,3,3,3
How_soon-Fans_3070_3165,3,3,3
How_soon-Fans_3070_3165,2,4,4
How_soon-Fans_3070_3165,2,3,3
How_soon-Fans_3070_3165,3,3,3
How_soon-Fans_3166_3214,2,3,3
How_soon-Fans_3166_3214,3,3,3
How_soon-Fans_3166_3214,3,3,3
How_soon-Fans_3166_3214,4,3,3
How_soon-Fans_3166_3214,3,3,3
How_soon-Fans_3215_3247,3,3,3
How_soon-Fans_3215_3247,3,3,3
How_soon-Fans_3215_3247,2,4,4
How_soon-Fans_3215_3247,3,3,3
How_soon-Fans_3215_3247,3,2,2
How_soon-Fans_3248_3323,3,3,3
How_soon-Fans_3248_3323,3,3,3
How_soon-Fans_3248_3323,3,3,3
How_soon-Fans_3248_3323,3,3,3
How_soon-Fans_3248_3323,3,3,3
How_soon-Fans_3324_3413,3,3,3
How_soon-Fans_3324_3413,3,3,3
How_soon-Fans_3324_3413,3,2,3
How_soon-Fans_3324_3413,3,3,3
How_soon-Fans_3324_3413,1,1,1
How_soon-Fans_3414_3478,1,1,1
How_soon-Fans_3414_3478,3,3,3
How_soon-Fans_3414_3478,4,1,4
How_soon-Fans_3414_3478,4,4,4
How_soon-Fans_3414_3478,4,4,3
How_soon-Fans_3479_3580,1,1,1
How_soon-Fans_3479_3580,1,1,1
How_soon-Fans_3479_3580,4,3,3
How_soon-Fans_3479_3580,3,3,3
How_soon-Fans_3479_3580,3,3,3
How_soon-Fans_3586_3630,3,3,3
How_soon-Fans_3586_3630,3,3,3
How_soon-Fans_3586_3630,3,3,3
How_soon-Fans_3586_3630,3,1,3
How_soon-Fans_3586_3630,3,3,3
How_soon-Fans_3632_3700,4,4,4
How_soon-Fans_3632_3700,3,4,3
How_soon-Fans_3632_3700,3,2,3
How_soon-Fans_3632_3700,4,3,3
How_soon-Fans_3632_3700,3,3,3
How_soon-Fans_3701_3806,3,3,3
How_soon-Fans_3701_3806,2,1,3
How_soon-Fans_3701_3806,3,3,3
How_soon-Fans_3701_3806,3,3,3
How_soon-Fans_3701_3806,3,4,3
How_soon-Fans_3701_3806,3,3,4
How_soon-Lebron-James_5_89,3,3,3
How_soon-Lebron-James_5_89,3,3,3
How_soon-Lebron-James_5_89,3,3,3
How_soon-Lebron-James_5_89,3,3,3
How_soon-Lebron-James_5_89,3,3,3
How_soon-Lebron-James_91_147,3,3,3
How_soon-Lebron-James_91_147,3,3,3
How_soon-Lebron-James_91_147,4,4,4
How_soon-Lebron-James_91_147,3,3,3
How_soon-Lebron-James_91_147,3,3,3
How_soon-Lebron-James_148_278,3,3,3
How_soon-Lebron-James_148_278,4,4,3
How_soon-Lebron-James_148_278,3,3,3
How_soon-Lebron-James_148_278,3,3,3
How_soon-Lebron-James_148_278,3,1,4
How_soon-Lebron-James_279_437,3,3,3
How_soon-Lebron-James_279_437,3,3,3
How_soon-Lebron-James_279_437,1,1,1
How_soon-Lebron-James_279_437,3,3,3
How_soon-Lebron-James_279_437,3,3,4
How_soon-Lebron-James_438_602,3,3,4
How_soon-Lebron-James_438_602,3,3,3
How_soon-Lebron-James_438_602,2,4,3
How_soon-Lebron-James_438_602,3,3,3
How_soon-Lebron-James_438_602,3,3,3
How_soon-Lebron-James_604_757,3,3,3
How_soon-Lebron-James_604_757,3,4,3
How_soon-Lebron-James_604_757,3,3,3
How_soon-Lebron-James_604_757,3,3,3
How_soon-Lebron-James_604_757,4,4,4
How_soon-Lebron-James_758_840,3,3,3
How_soon-Lebron-James_758_840,3,4,3
How_soon-Lebron-James_758_840,4,4,4
How_soon-Lebron-James_758_840,4,4,4
How_soon-Lebron-James_758_840,3,3,3
How_soon-Lebron-James_841_867,4,3,3
How_soon-Lebron-James_841_867,3,3,3
How_soon-Lebron-James_841_867,3,3,3
How_soon-Lebron-James_841_867,3,3,3
How_soon-Lebron-James_841_867,3,3,3
How_soon-Lebron-James_869_950,3,4,3
How_soon-Lebron-James_869_950,3,2,2
How_soon-Lebron-James_869_950,3,3,3
How_soon-Lebron-James_869_950,3,3,3
How_soon-Lebron-James_869_950,3,2,2
How_soon-Lebron-James_951_1081,3,3,3
How_soon-Lebron-James_951_1081,3,3,3
How_soon-Lebron-James_951_1081,3,3,2
How_soon-Lebron-James_951_1081,3,3,3
How_soon-Lebron-James_951_1081,1,1,1
How_soon-Lebron-James_1082_1281,3,3,3
How_soon-Lebron-James_1082_1281,4,4,4
How_soon-Lebron-James_1082_1281,4,4,4
How_soon-Lebron-James_1082_1281,4,3,3
How_soon-Lebron-James_1082_1281,3,3,3
How_soon-Lebron-James_1117_1163,5,4,5
How_soon-Lebron-James_1117_1163,4,4,3
How_soon-Lebron-James_1117_1163,4,4,4
How_soon-Lebron-James_1117_1163,2,3,4
How_soon-Lebron-James_1117_1163,4,3,3
How_soon-Lebron-James_1282_1344,3,3,3
How_soon-Lebron-James_1282_1344,4,3,4
How_soon-Lebron-James_1282_1344,3,3,3
How_soon-Lebron-James_1282_1344,5,5,5
How_soon-Lebron-James_1282_1344,3,3,3
How_soon-Lebron-James_1345_1401,1,1,1
How_soon-Lebron-James_1345_1401,1,1,1
How_soon-Lebron-James_1345_1401,1,1,1
How_soon-Lebron-James_1345_1401,1,1,1
How_soon-Lebron-James_1345_1401,3,3,3
How_soon-Lebron-James_1402_1460,3,3,3
How_soon-Lebron-James_1402_1460,3,3,3
How_soon-Lebron-James_1402_1460,3,3,3
How_soon-Lebron-James_1402_1460,3,3,3
How_soon-Lebron-James_1402_1460,3,3,3
How_soon-Lebron-James_1402_1460,3,1,4
How_soon-Lebron-James_1461_1575,3,2,2
How_soon-Lebron-James_1461_1575,3,3,3
How_soon-Lebron-James_1461_1575,3,3,3
How_soon-Lebron-James_1461_1575,2,3,3
How_soon-Lebron-James_1461_1575,3,2,3
How_soon-Lebron-James_1576_1671,3,3,3
How_soon-Lebron-James_1576_1671,3,3,3
How_soon-Lebron-James_1576_1671,3,4,3
How_soon-Lebron-James_1576_1671,2,4,3
How_soon-Lebron-James_1576_1671,2,4,4
How_soon-Lebron-James_1672_1771,3,3,3
How_soon-Lebron-James_1672_1771,2,4,4
How_soon-Lebron-James_1672_1771,3,3,3
How_soon-Lebron-James_1672_1771,3,3,3
How_soon-Lebron-James_1672_1771,2,4,4
How_soon-Lebron-James_1773_1823,3,3,3
How_soon-Lebron-James_1773_1823,3,3,3
How_soon-Lebron-James_1773_1823,3,3,3
How_soon-Lebron-James_1773_1823,3,3,3
How_soon-Lebron-James_1773_1823,3,3,3
How_soon-Lebron-James_1824_1883,3,3,3
How_soon-Lebron-James_1824_1883,3,3,3
How_soon-Lebron-James_1824_1883,3,2,3
How_soon-Lebron-James_1824_1883,3,3,3
How_soon-Lebron-James_1824_1883,3,2,2
How_soon-Lebron-James_1884_1947,2,3,3
How_soon-Lebron-James_1884_1947,3,3,3
How_soon-Lebron-James_1884_1947,3,3,3
How_soon-Lebron-James_1884_1947,3,3,3
How_soon-Lebron-James_1884_1947,1,1,1
How_soon-Lebron-James_1948_2022,1,1,1
How_soon-Lebron-James_1948_2022,1,1,1
How_soon-Lebron-James_1948_2022,1,1,1
How_soon-Lebron-James_1948_2022,3,3,4
How_soon-Lebron-James_1948_2022,3,2,3
How_soon-Lebron-James_2023_2147,3,3,3
How_soon-Lebron-James_2023_2147,3,3,3
How_soon-Lebron-James_2023_2147,3,3,3
How_soon-Lebron-James_2023_2147,2,3,3
How_soon-Lebron-James_2023_2147,2,3,3
How_soon-Lebron-James_2023_2147,2,4,1
How_soon-Lebron-James_2148_2192,3,3,3
How_soon-Lebron-James_2148_2192,1,1,1
How_soon-Lebron-James_2148_2192,3,3,3
How_soon-Lebron-James_2148_2192,3,3,3
How_soon-Lebron-James_2148_2192,3,3,3
How_soon-Lebron-James_2193_2304,3,4,4
How_soon-Lebron-James_2193_2304,3,3,3
How_soon-Lebron-James_2193_2304,3,3,3
How_soon-Lebron-James_2193_2304,2,3,2
How_soon-Lebron-James_2193_2304,3,3,3
How_soon-Lebron-James_2305_2327,3,3,4
How_soon-Lebron-James_2305_2327,4,3,3
How_soon-Lebron-James_2305_2327,5,5,5
How_soon-Lebron-James_2305_2327,3,3,3
How_soon-Lebron-James_2305_2327,4,4,3
How_soon-Lebron-James_2328_2460,2,4,3
How_soon-Lebron-James_2328_2460,3,3,3
How_soon-Lebron-James_2328_2460,3,2,3
How_soon-Lebron-James_2328_2460,3,3,3
How_soon-Lebron-James_2328_2460,1,1,1
How_soon-Lebron-James_2461_2504,3,3,2
How_soon-Lebron-James_2461_2504,3,3,3
How_soon-Lebron-James_2461_2504,4,4,4
How_soon-Lebron-James_2461_2504,3,3,4
How_soon-Lebron-James_2461_2504,3,3,3
How_soon-Lebron-James_2505_2581,3,3,3
How_soon-Lebron-James_2505_2581,3,3,3
How_soon-Lebron-James_2505_2581,3,3,3
How_soon-Lebron-James_2505_2581,3,1,4
How_soon-Lebron-James_2505_2581,3,3,3
How_soon-Lebron-James_2582_2681,3,3,3
How_soon-Lebron-James_2582_2681,3,3,3
How_soon-Lebron-James_2582_2681,3,3,3
How_soon-Lebron-James_2582_2681,2,3,4
