id	document	category	subcategory
A_defense_of_Michael_Moore_22479_22604	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_22605_22678	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_22679_22760	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_22762_22779	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_22780_22883	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_22884_23058	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_23059_23291	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_23292_23401	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_23403_23627	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_23628_23886	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_23887_24039	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24040_24141	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24142_24308	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24309_24444	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24446_24593	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24594_24739	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24741_24772	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24773_24854	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24855_24950	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24869_24950	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_24951_25019	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25020_25089	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25090_25159	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25161_25365	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25366_25494	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25495_25586	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25587_25687	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25689_25727	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25728_25809	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25810_25920	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25921_25982	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_25983_26139	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26140_26240	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26241_26582	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26583_26671	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26673_26683	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26685_26732	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26696_26732	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26733_26750	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26751_26959	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26960_26981	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_26982_27177	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27178_27354	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27355_27479	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27480_27603	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27604_27721	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27723_27845	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_27846_28014	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28015_28180	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28181_28423	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28425_28502	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28503_28678	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28679_28768	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28769_28897	A_defense_of_Michael_Moore	essays	 
A_defense_of_Michael_Moore_28930_28964	A_defense_of_Michael_Moore	essays	 
Ant_Robot_34_112	Ant_Robot	essays	 
Ant_Robot_172_184	Ant_Robot	essays	 
Ant_Robot_210_220	Ant_Robot	essays	 
Ant_Robot_233_338	Ant_Robot	essays	 
Ant_Robot_339_506	Ant_Robot	essays	 
Ant_Robot_507_563	Ant_Robot	essays	 
Ant_Robot_564_803	Ant_Robot	essays	 
Ant_Robot_804_1139	Ant_Robot	essays	 
Ant_Robot_1140_1262	Ant_Robot	essays	 
Ant_Robot_1263_1494	Ant_Robot	essays	 
Ant_Robot_1520_1531	Ant_Robot	essays	 
Ant_Robot_1544_1685	Ant_Robot	essays	 
Ant_Robot_1686_1920	Ant_Robot	essays	 
Ant_Robot_1921_2099	Ant_Robot	essays	 
Ant_Robot_2100_2254	Ant_Robot	essays	 
Ant_Robot_2255_2368	Ant_Robot	essays	 
Ant_Robot_2369_2473	Ant_Robot	essays	 
Ant_Robot_2499_2518	Ant_Robot	essays	 
Ant_Robot_2531_2631	Ant_Robot	essays	 
Ant_Robot_2632_2834	Ant_Robot	essays	 
Ant_Robot_2835_2969	Ant_Robot	essays	 
Ant_Robot_2970_3127	Ant_Robot	essays	 
Ant_Robot_3128_3382	Ant_Robot	essays	 
Ant_Robot_3383_3579	Ant_Robot	essays	 
Ant_Robot_3580_3826	Ant_Robot	essays	 
Ant_Robot_3839_3993	Ant_Robot	essays	 
Ant_Robot_3994_4236	Ant_Robot	essays	 
Ant_Robot_4237_4333	Ant_Robot	essays	 
Ant_Robot_4334_4601	Ant_Robot	essays	 
Ant_Robot_4602_4914	Ant_Robot	essays	 
Ant_Robot_4915_5103	Ant_Robot	essays	 
Ant_Robot_5104_5377	Ant_Robot	essays	 
Ant_Robot_5378_5513	Ant_Robot	essays	 
Ant_Robot_5514_5795	Ant_Robot	essays	 
Ant_Robot_5821_5830	Ant_Robot	essays	 
Ant_Robot_5857_5864	Ant_Robot	essays	 
Ant_Robot_5877_5941	Ant_Robot	essays	 
Ant_Robot_5942_6022	Ant_Robot	essays	 
Ant_Robot_6023_6148	Ant_Robot	essays	 
Ant_Robot_6149_6303	Ant_Robot	essays	 
Ant_Robot_6304_6390	Ant_Robot	essays	 
Ant_Robot_6391_6614	Ant_Robot	essays	 
Ant_Robot_6615_6728	Ant_Robot	essays	 
Ant_Robot_6729_6818	Ant_Robot	essays	 
Ant_Robot_6819_6935	Ant_Robot	essays	 
Ant_Robot_6936_6981	Ant_Robot	essays	 
Ant_Robot_7015_7022	Ant_Robot	essays	 
Ant_Robot_7035_7120	Ant_Robot	essays	 
Ant_Robot_7121_7376	Ant_Robot	essays	 
Ant_Robot_7377_7449	Ant_Robot	essays	 
Ant_Robot_7450_7523	Ant_Robot	essays	 
Ant_Robot_7536_7702	Ant_Robot	essays	 
Ant_Robot_7703_7886	Ant_Robot	essays	 
Ant_Robot_7899_8030	Ant_Robot	essays	 
Ant_Robot_8031_8256	Ant_Robot	essays	 
Ant_Robot_8269_8372	Ant_Robot	essays	 
Ant_Robot_8373_8595	Ant_Robot	essays	 
Ant_Robot_8596_8740	Ant_Robot	essays	 
Ant_Robot_8753_8959	Ant_Robot	essays	 
Ant_Robot_8960_9254	Ant_Robot	essays	 
Ant_Robot_9255_9487	Ant_Robot	essays	 
Ant_Robot_9496_9857	Ant_Robot	essays	 
Ant_Robot_9858_10062	Ant_Robot	essays	 
Ant_Robot_10138_10217	Ant_Robot	essays	 
Ant_Robot_10218_10437	Ant_Robot	essays	 
Ant_Robot_10438_10549	Ant_Robot	essays	 
Ant_Robot_10575_10869	Ant_Robot	essays	 
Ant_Robot_10870_11315	Ant_Robot	essays	 
Ant_Robot_11316_11768	Ant_Robot	essays	 
Ant_Robot_11769_11942	Ant_Robot	essays	 
Ant_Robot_11943_12301	Ant_Robot	essays	 
Ant_Robot_12302_12451	Ant_Robot	essays	 
Ant_Robot_12452_12603	Ant_Robot	essays	 
Ant_Robot_12604_12740	Ant_Robot	essays	 
Ant_Robot_12741_12866	Ant_Robot	essays	 
Ant_Robot_12867_12934	Ant_Robot	essays	 
Ant_Robot_12947_13062	Ant_Robot	essays	 
Ant_Robot_13063_13316	Ant_Robot	essays	 
Ant_Robot_13317_13447	Ant_Robot	essays	 
Ant_Robot_13448_13536	Ant_Robot	essays	 
Ant_Robot_13569_13617	Ant_Robot	essays	 
Ant_Robot_18145_18151	Ant_Robot	essays	 
Ant_Robot_18164_18258	Ant_Robot	essays	 
Ant_Robot_18259_18351	Ant_Robot	essays	 
Ant_Robot_18352_18473	Ant_Robot	essays	 
Ant_Robot_18474_18619	Ant_Robot	essays	 
Ant_Robot_18620_18748	Ant_Robot	essays	 
Ant_Robot_18749_19096	Ant_Robot	essays	 
Ant_Robot_19097_19290	Ant_Robot	essays	 
Ant_Robot_19291_19396	Ant_Robot	essays	 
Ant_Robot_19422_19434	Ant_Robot	essays	 
Ant_Robot_19460_19639	Ant_Robot	essays	 
Ant_Robot_19640_19796	Ant_Robot	essays	 
Ant_Robot_19822_19838	Ant_Robot	essays	 
Ant_Robot_19851_19916	Ant_Robot	essays	 
Ant_Robot_19917_20121	Ant_Robot	essays	 
Ant_Robot_20134_20249	Ant_Robot	essays	 
Ant_Robot_23162_23558	Ant_Robot	essays	 
Ant_Robot_23571_23723	Ant_Robot	essays	 
Ant_Robot_25547_25725	Ant_Robot	essays	 
Ant_Robot_25738_25959	Ant_Robot	essays	 
Ant_Robot_25960_26089	Ant_Robot	essays	 
Ant_Robot_26090_26314	Ant_Robot	essays	 
Ant_Robot_26315_26479	Ant_Robot	essays	 
Ant_Robot_26480_26530	Ant_Robot	essays	 
Ant_Robot_27478_27583	Ant_Robot	essays	 
Ant_Robot_27584_27763	Ant_Robot	essays	 
Ant_Robot_27764_27802	Ant_Robot	essays	 
Ant_Robot_28506_28766	Ant_Robot	essays	 
Ant_Robot_28767_28841	Ant_Robot	essays	 
Ant_Robot_28855_28950	Ant_Robot	essays	 
Ant_Robot_28951_29112	Ant_Robot	essays	 
Ant_Robot_29113_29161	Ant_Robot	essays	 
Ant_Robot_29162_29189	Ant_Robot	essays	 
Ant_Robot_29941_30195	Ant_Robot	essays	 
Ant_Robot_30208_30277	Ant_Robot	essays	 
Ant_Robot_30278_30411	Ant_Robot	essays	 
Ant_Robot_30412_30505	Ant_Robot	essays	 
Ant_Robot_30506_30543	Ant_Robot	essays	 
Ant_Robot_30544_30582	Ant_Robot	essays	 
Ant_Robot_31867_31934	Ant_Robot	essays	 
Ant_Robot_31935_32117	Ant_Robot	essays	 
Ant_Robot_32118_32185	Ant_Robot	essays	 
Ant_Robot_32198_32401	Ant_Robot	essays	 
Ant_Robot_32402_32667	Ant_Robot	essays	 
Ant_Robot_32668_32838	Ant_Robot	essays	 
Ant_Robot_32839_32949	Ant_Robot	essays	 
Ant_Robot_32950_33250	Ant_Robot	essays	 
Ant_Robot_33251_33412	Ant_Robot	essays	 
Ant_Robot_33413_33479	Ant_Robot	essays	 
Ant_Robot_34197_34329	Ant_Robot	essays	 
Ant_Robot_34330_34368	Ant_Robot	essays	 
Ant_Robot_34381_34458	Ant_Robot	essays	 
Ant_Robot_34459_34606	Ant_Robot	essays	 
Ant_Robot_34607_34748	Ant_Robot	essays	 
Ant_Robot_34749_34957	Ant_Robot	essays	 
Ant_Robot_34958_35072	Ant_Robot	essays	 
Ant_Robot_35073_35165	Ant_Robot	essays	 
Ant_Robot_35166_35264	Ant_Robot	essays	 
Ant_Robot_36254_36326	Ant_Robot	essays	 
Ant_Robot_36339_36491	Ant_Robot	essays	 
Ant_Robot_36492_36733	Ant_Robot	essays	 
Ant_Robot_36734_36816	Ant_Robot	essays	 
Ant_Robot_36817_36912	Ant_Robot	essays	 
Ant_Robot_36913_37156	Ant_Robot	essays	 
Ant_Robot_37157_37247	Ant_Robot	essays	 
Ant_Robot_37260_37326	Ant_Robot	essays	 
Ant_Robot_37327_37506	Ant_Robot	essays	 
Ant_Robot_37507_37683	Ant_Robot	essays	 
Ant_Robot_37684_37738	Ant_Robot	essays	 
Ant_Robot_38994_39092	Ant_Robot	essays	 
Ant_Robot_39093_39216	Ant_Robot	essays	 
Ant_Robot_39217_39310	Ant_Robot	essays	 
Ant_Robot_39311_39565	Ant_Robot	essays	 
Ant_Robot_39566_39686	Ant_Robot	essays	 
Ant_Robot_39687_39828	Ant_Robot	essays	 
Ant_Robot_39829_39995	Ant_Robot	essays	 
Ant_Robot_39996_40158	Ant_Robot	essays	 
Ant_Robot_40159_40337	Ant_Robot	essays	 
Ant_Robot_40338_40376	Ant_Robot	essays	 
Ant_Robot_43115_43251	Ant_Robot	essays	 
Ant_Robot_43252_43404	Ant_Robot	essays	 
Ant_Robot_43405_43517	Ant_Robot	essays	 
Ant_Robot_43518_43610	Ant_Robot	essays	 
Ant_Robot_45828_46012	Ant_Robot	essays	 
Ant_Robot_46013_46137	Ant_Robot	essays	 
Ant_Robot_46529_46637	Ant_Robot	essays	 
Ant_Robot_46638_46714	Ant_Robot	essays	 
Ant_Robot_46715_46868	Ant_Robot	essays	 
Ant_Robot_46869_46975	Ant_Robot	essays	 
Ant_Robot_46976_47065	Ant_Robot	essays	 
Ant_Robot_47066_47136	Ant_Robot	essays	 
Ant_Robot_47971_48163	Ant_Robot	essays	 
Ant_Robot_48164_48282	Ant_Robot	essays	 
Ant_Robot_48283_48313	Ant_Robot	essays	 
Ant_Robot_50069_50170	Ant_Robot	essays	 
Ant_Robot_50171_50290	Ant_Robot	essays	 
Ant_Robot_50291_50564	Ant_Robot	essays	 
Ant_Robot_50565_50725	Ant_Robot	essays	 
Ant_Robot_50726_51096	Ant_Robot	essays	 
Ant_Robot_51097_51172	Ant_Robot	essays	 
Ant_Robot_51173_51388	Ant_Robot	essays	 
Ant_Robot_51389_51606	Ant_Robot	essays	 
Ant_Robot_51607_51676	Ant_Robot	essays	 
Ant_Robot_53560_53570	Ant_Robot	essays	 
Ant_Robot_53596_53976	Ant_Robot	essays	 
Ant_Robot_53977_54388	Ant_Robot	essays	 
Ant_Robot_54518_54528	Ant_Robot	essays	 
anth_essay_4_132_239	anth_essay_4	essays	 
anth_essay_4_252_389	anth_essay_4	essays	 
anth_essay_4_390_660	anth_essay_4	essays	 
anth_essay_4_661_752	anth_essay_4	essays	 
anth_essay_4_753_815	anth_essay_4	essays	 
anth_essay_4_816_949	anth_essay_4	essays	 
anth_essay_4_950_1070	anth_essay_4	essays	 
anth_essay_4_1071_1305	anth_essay_4	essays	 
anth_essay_4_1306_1704	anth_essay_4	essays	 
anth_essay_4_1705_1964	anth_essay_4	essays	 
anth_essay_4_1977_2072	anth_essay_4	essays	 
anth_essay_4_2073_2323	anth_essay_4	essays	 
anth_essay_4_2324_2540	anth_essay_4	essays	 
anth_essay_4_2541_2819	anth_essay_4	essays	 
anth_essay_4_2820_2942	anth_essay_4	essays	 
anth_essay_4_2943_3178	anth_essay_4	essays	 
anth_essay_4_3179_3273	anth_essay_4	essays	 
anth_essay_4_3274_3559	anth_essay_4	essays	 
anth_essay_4_3573_3679	anth_essay_4	essays	 
anth_essay_4_3680_3837	anth_essay_4	essays	 
anth_essay_4_3838_4054	anth_essay_4	essays	 
anth_essay_4_4055_4297	anth_essay_4	essays	 
anth_essay_4_4298_4596	anth_essay_4	essays	 
anth_essay_4_4597_4711	anth_essay_4	essays	 
anth_essay_4_4712_4827	anth_essay_4	essays	 
anth_essay_4_4840_4994	anth_essay_4	essays	 
anth_essay_4_4995_5152	anth_essay_4	essays	 
anth_essay_4_5153_5210	anth_essay_4	essays	 
anth_essay_4_5211_5383	anth_essay_4	essays	 
anth_essay_4_5384_5572	anth_essay_4	essays	 
anth_essay_4_5573_5744	anth_essay_4	essays	 
anth_essay_4_5745_5966	anth_essay_4	essays	 
anth_essay_4_5967_6070	anth_essay_4	essays	 
anth_essay_4_6071_6152	anth_essay_4	essays	 
anth_essay_4_6153_6384	anth_essay_4	essays	 
anth_essay_4_6385_6632	anth_essay_4	essays	 
anth_essay_4_6633_6825	anth_essay_4	essays	 
anth_essay_4_6826_6980	anth_essay_4	essays	 
anth_essay_4_6981_7125	anth_essay_4	essays	 
anth_essay_4_7138_7324	anth_essay_4	essays	 
anth_essay_4_7325_7555	anth_essay_4	essays	 
anth_essay_4_7556_7684	anth_essay_4	essays	 
anth_essay_4_7685_7776	anth_essay_4	essays	 
anth_essay_4_7777_7950	anth_essay_4	essays	 
anth_essay_4_7951_8120	anth_essay_4	essays	 
anth_essay_4_8121_8271	anth_essay_4	essays	 
anth_essay_4_8272_8608	anth_essay_4	essays	 
anth_essay_4_8621_8850	anth_essay_4	essays	 
anth_essay_4_8851_8984	anth_essay_4	essays	 
anth_essay_4_8985_9168	anth_essay_4	essays	 
anth_essay_4_9169_9283	anth_essay_4	essays	 
anth_essay_4_9284_9364	anth_essay_4	essays	 
anth_essay_4_9365_9515	anth_essay_4	essays	 
anth_essay_4_9516_9755	anth_essay_4	essays	 
anth_essay_4_9768_9890	anth_essay_4	essays	 
anth_essay_4_9891_10154	anth_essay_4	essays	 
anth_essay_4_10155_10348	anth_essay_4	essays	 
anth_essay_4_10349_10685	anth_essay_4	essays	 
anth_essay_4_10686_10866	anth_essay_4	essays	 
anth_essay_4_10867_11117	anth_essay_4	essays	 
anth_essay_4_11118_11247	anth_essay_4	essays	 
anth_essay_4_11260_11357	anth_essay_4	essays	 
anth_essay_4_11358_11677	anth_essay_4	essays	 
anth_essay_4_11678_11876	anth_essay_4	essays	 
anth_essay_4_11877_12104	anth_essay_4	essays	 
anth_essay_4_12118_12251	anth_essay_4	essays	 
anth_essay_4_12252_12588	anth_essay_4	essays	 
anth_essay_4_12589_12789	anth_essay_4	essays	 
anth_essay_4_12790_12996	anth_essay_4	essays	 
anth_essay_4_12997_13196	anth_essay_4	essays	 
anth_essay_4_13197_13539	anth_essay_4	essays	 
anth_essay_4_13540_13653	anth_essay_4	essays	 
anth_essay_4_13654_13740	anth_essay_4	essays	 
anth_essay_4_13741_13971	anth_essay_4	essays	 
anth_essay_4_13984_14126	anth_essay_4	essays	 
anth_essay_4_14127_14407	anth_essay_4	essays	 
anth_essay_4_14408_14633	anth_essay_4	essays	 
anth_essay_4_14634_14746	anth_essay_4	essays	 
anth_essay_4_14747_14949	anth_essay_4	essays	 
anth_essay_4_14950_15202	anth_essay_4	essays	 
anth_essay_4_15215_15388	anth_essay_4	essays	 
anth_essay_4_15389_15507	anth_essay_4	essays	 
anth_essay_4_15508_15642	anth_essay_4	essays	 
anth_essay_4_15643_15817	anth_essay_4	essays	 
anth_essay_4_15818_16017	anth_essay_4	essays	 
anth_essay_4_16018_16249	anth_essay_4	essays	 
anth_essay_4_16250_16502	anth_essay_4	essays	 
anth_essay_4_16503_16744	anth_essay_4	essays	 
anth_essay_4_16757_16915	anth_essay_4	essays	 
anth_essay_4_16916_17130	anth_essay_4	essays	 
anth_essay_4_17131_17427	anth_essay_4	essays	 
anth_essay_4_17428_17710	anth_essay_4	essays	 
anth_essay_4_17711_17851	anth_essay_4	essays	 
anth_essay_4_17852_18007	anth_essay_4	essays	 
anth_essay_4_18008_18264	anth_essay_4	essays	 
anth_essay_4_18278_18386	anth_essay_4	essays	 
anth_essay_4_18387_18702	anth_essay_4	essays	 
anth_essay_4_18703_19228	anth_essay_4	essays	 
anth_essay_4_19229_19434	anth_essay_4	essays	 
anth_essay_4_19435_19597	anth_essay_4	essays	 
anth_essay_4_19610_19621	anth_essay_4	essays	 
Bartok_34_97	Bartok	essays	 
Bartok_174_297	Bartok	essays	 
Bartok_298_431	Bartok	essays	 
Bartok_432_561	Bartok	essays	 
Bartok_562_700	Bartok	essays	 
Bartok_701_836	Bartok	essays	 
Bartok_837_1047	Bartok	essays	 
Bartok_1060_1087	Bartok	essays	 
Bartok_1100_1186	Bartok	essays	 
Bartok_1234_1563	Bartok	essays	 
Bartok_1564_1683	Bartok	essays	 
Bartok_1702_1740	Bartok	essays	 
Bartok_1741_1790	Bartok	essays	 
Bartok_1807_1940	Bartok	essays	 
Bartok_1941_2189	Bartok	essays	 
Bartok_2190_2369	Bartok	essays	 
Bartok_2388_2504	Bartok	essays	 
Bartok_2505_2525	Bartok	essays	 
Bartok_2666_2761	Bartok	essays	 
Bartok_2865_2956	Bartok	essays	 
Bartok_2957_3173	Bartok	essays	 
Bartok_3174_3210	Bartok	essays	 
Bartok_3211_3488	Bartok	essays	 
Bartok_3489_3616	Bartok	essays	 
Bartok_3735_3949	Bartok	essays	 
Bartok_3950_4223	Bartok	essays	 
Bartok_4224_4413	Bartok	essays	 
Bartok_4414_4598	Bartok	essays	 
Bartok_4617_4637	Bartok	essays	 
Bartok_4654_4911	Bartok	essays	 
Bartok_4966_5131	Bartok	essays	 
Bartok_5132_5240	Bartok	essays	 
Bartok_5241_5522	Bartok	essays	 
Bartok_5535_5551	Bartok	essays	 
Bartok_5564_5694	Bartok	essays	 
Bartok_5742_6025	Bartok	essays	 
Bartok_6026_6176	Bartok	essays	 
Bartok_6177_6348	Bartok	essays	 
Bartok_6349_6459	Bartok	essays	 
Bartok_6460_6654	Bartok	essays	 
Bartok_6655_6874	Bartok	essays	 
Bartok_7190_7329	Bartok	essays	 
Bartok_7330_7450	Bartok	essays	 
Bartok_7469_7600	Bartok	essays	 
Bartok_7617_7722	Bartok	essays	 
Bartok_7723_7859	Bartok	essays	 
Bartok_7860_7988	Bartok	essays	 
Bartok_7989_8153	Bartok	essays	 
Bartok_8154_8344	Bartok	essays	 
Bartok_8345_8415	Bartok	essays	 
Bartok_8416_8559	Bartok	essays	 
Bartok_8573_8840	Bartok	essays	 
Bartok_8841_8999	Bartok	essays	 
Bartok_9000_9234	Bartok	essays	 
Bartok_9247_9408	Bartok	essays	 
Bartok_9409_9632	Bartok	essays	 
Bartok_9633_9768	Bartok	essays	 
Bartok_9769_9888	Bartok	essays	 
Bartok_9889_9999	Bartok	essays	 
Bartok_10000_10121	Bartok	essays	 
Bartok_10140_10152	Bartok	essays	 
Bartok_10169_10276	Bartok	essays	 
Bartok_10509_10523	Bartok	essays	 
Bartok_10536_10720	Bartok	essays	 
Bartok_10721_10876	Bartok	essays	 
Bartok_10877_11177	Bartok	essays	 
Bartok_11178_11349	Bartok	essays	 
Bartok_11350_11542	Bartok	essays	 
Bartok_11645_11802	Bartok	essays	 
Bartok_11803_11928	Bartok	essays	 
Bartok_11929_12054	Bartok	essays	 
Bartok_12055_12190	Bartok	essays	 
Bartok_12191_12286	Bartok	essays	 
Bartok_12539_12727	Bartok	essays	 
Bartok_12728_12855	Bartok	essays	 
Bartok_12856_12968	Bartok	essays	 
Bartok_12969_13097	Bartok	essays	 
Bartok_13098_13136	Bartok	essays	 
Bartok_13137_13278	Bartok	essays	 
Bartok_13279_13451	Bartok	essays	 
Bartok_13452_13591	Bartok	essays	 
Bartok_13592_13815	Bartok	essays	 
Bartok_14045_14140	Bartok	essays	 
Bartok_14188_14379	Bartok	essays	 
Bartok_14380_14467	Bartok	essays	 
Bartok_14468_14695	Bartok	essays	 
Bartok_14696_14879	Bartok	essays	 
Bartok_14880_14995	Bartok	essays	 
Bartok_14996_15149	Bartok	essays	 
Bartok_15150_15324	Bartok	essays	 
Bartok_15325_15493	Bartok	essays	 
Bartok_15506_15606	Bartok	essays	 
Bartok_15607_15704	Bartok	essays	 
Bartok_15705_15797	Bartok	essays	 
Bartok_15798_15910	Bartok	essays	 
Bartok_15911_15998	Bartok	essays	 
Bartok_15999_16176	Bartok	essays	 
Bartok_16177_16347	Bartok	essays	 
Bartok_16205_16347	Bartok	essays	 
Bartok_16395_16500	Bartok	essays	 
Bartok_16513_16528	Bartok	essays	 
Bartok_16541_16605	Bartok	essays	 
Bartok_16606_16856	Bartok	essays	 
Bartok_16857_17075	Bartok	essays	 
Bartok_16896_16968	Bartok	essays	 
Bartok_17123_17306	Bartok	essays	 
Bartok_17307_17446	Bartok	essays	 
Bartok_17358_17446	Bartok	essays	 
Bartok_17465_17477	Bartok	essays	 
Bartok_17494_17663	Bartok	essays	 
Bartok_17664_17793	Bartok	essays	 
Bartok_17806_17962	Bartok	essays	 
Bartok_17963_18104	Bartok	essays	 
Bartok_18105_18283	Bartok	essays	 
Bartok_18284_18353	Bartok	essays	 
Bartok_18354_18624	Bartok	essays	 
Bartok_18730_18809	Bartok	essays	 
Bartok_18810_18851	Bartok	essays	 
Bartok_18852_18996	Bartok	essays	 
Bartok_18997_19170	Bartok	essays	 
Bartok_19171_19354	Bartok	essays	 
Bartok_19373_19548	Bartok	essays	 
Bartok_19549_19827	Bartok	essays	 
Bartok_20117_20365	Bartok	essays	 
Bartok_20366_20482	Bartok	essays	 
Bartok_20483_20678	Bartok	essays	 
Bartok_20679_20797	Bartok	essays	 
Bartok_20798_21023	Bartok	essays	 
Bartok_21140_21307	Bartok	essays	 
Bartok_21308_21386	Bartok	essays	 
Bartok_21387_21700	Bartok	essays	 
Bartok_21701_21944	Bartok	essays	 
Bartok_22180_22198	Bartok	essays	 
Bartok_22211_22285	Bartok	essays	 
Bartok_22286_22434	Bartok	essays	 
Bartok_22435_22598	Bartok	essays	 
Bartok_22599_22747	Bartok	essays	 
Bartok_22748_22868	Bartok	essays	 
Bartok_22869_23164	Bartok	essays	 
Bartok_23177_23298	Bartok	essays	 
Bartok_23299_23487	Bartok	essays	 
Bartok_23488_23626	Bartok	essays	 
Bartok_23627_24007	Bartok	essays	 
Bartok_24020_24261	Bartok	essays	 
Bartok_24262_24478	Bartok	essays	 
Bartok_24479_24635	Bartok	essays	 
Bartok_24636_24881	Bartok	essays	 
Bartok_25058_25137	Bartok	essays	 
Bartok_25138_25272	Bartok	essays	 
Bartok_25273_25588	Bartok	essays	 
Bartok_25589_25843	Bartok	essays	 
Bartok_25844_25986	Bartok	essays	 
Bartok_25987_26078	Bartok	essays	 
Bartok_26079_26300	Bartok	essays	 
Bartok_26301_26401	Bartok	essays	 
Bartok_26414_26424	Bartok	essays	 
Black_and_white_94_203	Black_and_white	essays	 
Black_and_white_217_342	Black_and_white	essays	 
Black_and_white_342_380	Black_and_white	essays	 
Black_and_white_381_543	Black_and_white	essays	 
Black_and_white_543_683	Black_and_white	essays	 
Black_and_white_684_896	Black_and_white	essays	 
Black_and_white_910_1018	Black_and_white	essays	 
Black_and_white_1019_1114	Black_and_white	essays	 
Black_and_white_1115_1256	Black_and_white	essays	 
Black_and_white_1269_1389	Black_and_white	essays	 
Black_and_white_1390_1579	Black_and_white	essays	 
Black_and_white_1580_1790	Black_and_white	essays	 
Black_and_white_1790_1853	Black_and_white	essays	 
Black_and_white_1854_2166	Black_and_white	essays	 
Black_and_white_2195_2341	Black_and_white	essays	 
Black_and_white_2354_2495	Black_and_white	essays	 
Black_and_white_2496_2627	Black_and_white	essays	 
Black_and_white_2628_2757	Black_and_white	essays	 
Black_and_white_2758_2874	Black_and_white	essays	 
Black_and_white_2874_3059	Black_and_white	essays	 
Black_and_white_3072_3280	Black_and_white	essays	 
Black_and_white_3281_3569	Black_and_white	essays	 
Black_and_white_3570_3816	Black_and_white	essays	 
Black_and_white_3849_4069	Black_and_white	essays	 
Black_and_white_4082_4195	Black_and_white	essays	 
Black_and_white_4196_4244	Black_and_white	essays	 
Black_and_white_4245_4339	Black_and_white	essays	 
Black_and_white_4340_4441	Black_and_white	essays	 
